Review,Review Text,Description,Annotated Text,hallucination_groundtruth,Valence,Action,Object,Feature,Ability,Agent,Environment,Product.1,Review Text Original,Description Original,STS Score,Hallucination Confidence Score
http://linked.aub.edu.lb/actionrec/Review/cf4cd332efd6291aa73b1398a36e1b55,fast reliable samsung user able share files phone seamlessly awesome,heshe share files hisher phone seamlessly,4e1ca96415b6980f5198d8d9d6ba99ea,0,,,,,,,,,"Its very fast, reliable and being a Samsung user being able to share files with my phone seamlessly is awesome.",The person likes that he/she can share files with his/her phone seamlessly,0.6374831199645996,0.36
http://linked.aub.edu.lb/actionrec/Review/74108ae1e293a460a22b00c99b011545,wonderful product easy work with like compact light is display great terrible eye site clear picture big enough screen issue best part use key board mouse touch screen many option every part buy product fantastic checked boxes,compact light computer,bbd9ee601b01cad0b329fa806bb949fd,0,,,,,,,,,"It is a wonderful product it is very easy to work with, I like how compact and light it is. The display is great, I have terrible eye site, this is a very clear picture a big enough screen that I have no issue. Best part is that I can use the key board, the mouse, or touch screen so many option. Every part of buy this product was fantastic and it checked all the boxes",The person likes how compact and light this computer is,0.46939706802368164,0.53
http://linked.aub.edu.lb/actionrec/Review/7d25a01bfa077abdd72b9d55fe112d8b,im really satisfied computer exactly need easy set up design really attractive although base model doesnt much storage fits needs would recommend computer wholeheartedly,exactly heshe needs,a55033a83b687eb4bd955294f6b3fe65,0,,,,,,,,,"I""m really satisfied with this computer. It does exactly what I need it to do and it was so easy to set up. The design is really attractive and although it is the base model and doesn""t have too much storage, it fits my needs. I would recommend this computer wholeheartedly.",The person likes that this laptop does exactly what he/she needs it to do,0.22509703040122986,0.77
http://linked.aub.edu.lb/actionrec/Review/0bf5e63bc71755ae553c0fffe3005b98,love computer fast still learning use everything,learn use,a3dbcd0c9148f1f038ef7c1a5a1e48ae,0,,,,,,,,,Love this computer.  Fast but still learning how to use everything.,The person likes to learn how to use this laptop,0.39400309324264526,0.6
http://linked.aub.edu.lb/actionrec/Review/72d9484cfdfde9e841d993d54a26e5b7,its awesome  moves fast  loud bright colors  complaints worth money,used virtual teaching,It^s awesome . It moves so fast,1,,WorkAction,WorkTasks,Speaker,WorkingAbility,Person,Home,13m_bd0023dx,"{'It^s awesome . It moves so fast , very loud and bright colors . No complaints worth the money'}",The person likes that this laptop can be used for virtual teaching,0.004274778068065643,0.99
http://linked.aub.edu.lb/actionrec/Review/e15f3ed4f0b26fa06a50eccc57af87be,amazing fast crispy clear light perfect travels n me jist careful handlong ots super thin,light perfect traveling,0cf77b49ff1340cbe95c1840de2d7c07,0,,,,,,,,,"Amazing! Fast, crispy clear, light perfect for travels n for me. Jist be careful with handlong as ots super thin.",The person likes that this laptop is light and perfect for traveling,0.5705305933952332,0.42
http://linked.aub.edu.lb/actionrec/Review/d2ccca22d1303eb4040ef5b08e7a98d6,finally upgraded 10 years using old macbook huge improvement absolutely love it,old one,b311b17ef56d1d1da89327a20b4bae39,0,,,,,,,,,"Finally upgraded after 10 years using my old MacBook, huge improvement and absolutely love it.",The user likes this laptop more than their old one.,0.10017156600952148,0.89
http://linked.aub.edu.lb/actionrec/Review/8d726bd43db2d8778f85bc28c0f75cd1,has specs features looking replacing hp,ease carrying around,easy to carry around,1,,CarryAction,MoveObject,Lightweight,CarryingAbility,Person,Universal,13m_bd0023dx,{'Has all the specs and features I was looking for in replacing an HP'},The person likes the ease of carrying this laptop around,-0.0418635755777359,1.0
http://linked.aub.edu.lb/actionrec/Review/ec31cf114cf09ff06528702fa8b7beca,kid gamer previously used laptop gaming one best thats said good see smile facethis laptop medium high level gamer kidshigly recommend,product medium high level gamers,d1ca3580af5f04dc1ea2af39d55bdcba,0,,,,,,,,,My kid is gamer and he has previously used other laptop for gaming but this one is best thats what he said and good to see smile on his face.This laptop is for medium to high level gamer kids.Higly recommend,The user recommends the product for medium to high level gamers,0.6494508385658264,0.35
http://linked.aub.edu.lb/actionrec/Review/c664e3961ffaecef62bfb3488142812e,i love hp allinone computer size perfect many features,good microphone hear teacher,students can hear me well,1,,WorkAction,WorkTasks,Microphone,WorkingAbility,Person,Universal,13m_bd0023dx,{'I love this HP All-In-One Computer. The size is perfect and has so many features.'},The person likes that this laptop has a good microphone to hear the teacher.,0.061326123774051666,0.93
http://linked.aub.edu.lb/actionrec/Review/ed474d09eb270a4aea2ff92a406a0cf3,really like lightness computer ease use,ease use,c3b6a182995e3a3e65229bef5c1799ea,0,,,,,,,,,I really like the lightness of this computer and ease of use.,The person likes the ease of use of this laptop,0.5152034759521484,0.48
http://linked.aub.edu.lb/actionrec/Review/7fb849ca24b539ad8b14f98fcaf4efa2,perfect siza gaming power fans little loud gaming overall great pc,like bit noisy gaming,bbb8d494b634d9d71bbc879895d24edb,0,,,,,,,,,Perfect siza and gaming power.... the fans are a little loud while gaming but overall a great pc,The person doesnt like that this laptop is a bit noisy while gaming,0.6352105736732483,0.36
http://linked.aub.edu.lb/actionrec/Review/c87053ce52a88b61dd6ecda76ca37f7a,really great rtx 4060 laptop strong timespy score stock turbo setting roughly 10600 graphics score 16k cpu score stock upgrade ram 32 gb corsair vengeance also sold bestbuy increase cpu score 600 points see images strong oc gpu  280 mhz core  1250 mhz memory manage around 11400 timespy graphics score roughly equivalent 150 watt 3070 ti maximum gpu power consumption oc 108 watts averaging around 103 watts efficiency gains incredible actually managed get 4th place world timespy 13700hx 4060 combo stock hardware incredible speaks laptops excellent thermalsdesign gpu wants boost past 2800 mhz me cant vrel voltage reliability simply screams voltage nearly 2800 mhz incredible liquid metal stock thermal paste helps lot stocks settings youll see roughly 90100 watt gpu power usage shame nvidia limited chips 1 volt efficiency crazy laptop benches 140 watt 3070 uses much less power temps dont exceed high 60 celsius range 13700hx incredibly powerful mentioned before gains 600 points timespy cpu score upgrade ram decent kit pull 157 watts pairs well gpu wont usually go past 100 watts combined powerful laptop realistically could desktop replacement many stock 1 tb nvme drive micron3400mtfdkba1t0tfh  speeds 6500 mbs read 5000 mbs write see crystal disk mark image attached second nvme slot available screw included well pre installed laptop adding another drive easy add another 2 tb nvme drive problem youll see one images attached im sure another reviewer claimed one slot information false incorrect ram upgrade similarly easy also seem attached image taking bottom cover also easy ramssd upgrade take longer 1015 mins screen au optronics b160qan03h  quite good bright impressed it belongs laptop classthe stock ram samsung m425r1gb4 8gb x 2 timings  40393976  4800 mhz trc 115 trfc 383 decent enough memory even 4800 mhz corsair vengeance 16 gb sticks sold bestbuy provide performance uplift as seen timespy cpu scorei also updated bios latest version 110 issues laptop came version 106 im impressed fan noise idleweb browsing laptops sit nearly scream turbo mode one clear cooling system liquid metal easily absorbs heat spikes without issue fans also made metal quite unique feels premium may even small performance benefit metal better material fan terms heat dissipation get loud full load benchmark expected ramps quickly load comes offi also love fact laptop mux switch also function automatically great tech dont worry changing switch time get max performance 4060 youll get notification screen may flash momentarily switches display dgpu igpu normal overall amazing laptop highly recommend,high cpu performance,dc699bc40a196b5f9abdb66354bcca45,0,,,,,,,,,"Really great RTX 4060 laptop, very strong TimeSpy score at stock ""Turbo"" setting, roughly 10,600 graphics score/ 16k CPU score stock. If you upgrade the RAM to 32 GB Corsair Vengeance (also sold at bestbuy) you can increase the CPU score by about 600 points (see images). With a strong OC on the GPU ( 280 MHz core ,  1250 MHz memory) you can manage around a 11,400 timespy graphics score which is roughly equivalent to a 150 watt 3070 Ti. Maximum GPU power consumption with OC was 108 watts, averaging around 103 watts, so the efficiency gains here are incredible. I actually managed to get 4th place in the world on TimeSpy for the 13700HX   4060 combo on stock hardware, that to me is incredible and speaks to the laptops excellent thermals/design. the GPU wants to boost past 2800 MHz for me, but it just cant because of VRel (Voltage reliability) It simply screams for more voltage, but nearly 2800 Mhz is incredible.   Liquid metal is the stock thermal paste and helps a lot! At stocks settings you""ll see roughly 90-100 watt GPU power usage, shame Nvidia limited these chips to 1 volt, but the efficiency is crazy, this laptop benches about the same as a 140 watt 3070, but uses much less power, so the temps dont exceed high 60 Celsius range. The 13700HX is incredibly powerful and as mentioned before, gains about 600 points in TimeSpy CPU score if you upgrade the RAM to a decent kit. It will pull up to 157 watts so it pairs very well with the GPU that wont usually go past 100 watts, combined this is a very powerful laptop that realistically could be a desktop replacement for many. The stock 1 TB NVMe drive is a Micron_3400_MTFDKBA1T0TFH , with speeds of 6500 MB/s read and 5000 MB/s write (See crystal disk mark image attached). There IS a second NVMe slot available, and a screw is included as well pre installed in the laptop, so adding another drive is easy! I did add another 2 TB NVMe drive and it was no problem, you""ll see it in one of the images attached. Im not sure why another reviewer claimed there was only one slot, but that information is very false and incorrect. RAM upgrade is similarly easy and can also be seem in an attached image. Taking the bottom cover off is also very easy. RAM/SSD upgrade should take you no longer than 10-15 mins. The screen is AU Optronics B160QAN03.H , its quite good and a very bright, I am impressed with it, it belongs in a laptop of this class.The stock RAM is Samsung M425R1GB4  8GB x 2 with timings of : 40-39-39-76 @ 4800 MHz with tRC 115 and tRFC 383. Its decent enough memory, but even the 4800 MHz Corsair Vengeance 16 GB sticks sold by BestBuy will provide a performance uplift (as seen in TimeSpy CPU score).I also updated the BIOS to the latest version 1.10 with no issues, the laptop came with version 1.06 Im impressed with the fan noise at idle/web browsing. Some laptops will sit there and nearly scream when in turbo mode, but not this one, its clear the cooling system with liquid metal easily absorbs any heat spikes without issue. the fans are also made of metal, which is quite unique and feels very premium and may even have some small performance benefit as metal is a better material for a fan in terms of heat dissipation. It will get loud during a full load benchmark but that is to be expected, but it ramps down very quickly after the load comes off.I also love the fact that the laptop has a MUX switch, but will also function automatically! this is great tech, so you dont have to worry about changing the switch all the time to get max performance from the 4060. You""ll get a notification and the screen may flash momentarily when it switches the display to the DGPU or iGPU, this is normal. Overall amazing laptop and highly recommend!",The person likes the high CPU performance of this laptop,0.5117009878158569,0.48
http://linked.aub.edu.lb/actionrec/Review/ce7a52eae29a8af9d92154e996c9b055,the wife absolutely loves laptop performs well everything needs more,work projects,work in some projects on the side,1,,WorkAction,WorkTasks,Processor,WorkingAbility,Person,Home,13m_bd0023dx,"{'The wife absolutely loves this laptop. Performs well, and does everything she needs and more.'}",The person likes to work on some projects with this laptop,0.11279347538948059,0.88
http://linked.aub.edu.lb/actionrec/Review/b9d49358de97e8addddcbbb2fdd89873,excellent purchase good experience bought best buy,teach using,I am a teacher and I use it for online classes.,1,,TeachAction,WorkTasks,Speakers,TeachingAbility,Person,Home,13m_bd0023dx,{'Excellent purchase and very good experience having bought it with Best Buy'},The person likes to teach using this laptop,0.12618757784366608,0.87
http://linked.aub.edu.lb/actionrec/Review/9139e39849813f6977abb7d370d75e8b,amazing comouter runs perfect without lag great product really recommend,runs perfectly without lag,e79a6239d61773f4bfbafc95a711e9cf,0,,,,,,,,,Amazing comouter! Runs perfect without any lag. Great product really recommend!,The person likes that this laptop runs perfectly without any lag,0.5604146122932434,0.43
http://linked.aub.edu.lb/actionrec/Review/4a4b76460004156104985fde0f62f2c8,perfect works wanted it definition great,use needs,e8e37fddc9483ea4e7ecc3cb4e0d890b,0,,,,,,,,,Perfect! Works for what I wanted it. The definition great!,The Person likes to use this laptop for their needs,0.36971205472946167,0.63
http://linked.aub.edu.lb/actionrec/Review/34bd199d35084d3d7cc695e71875e579,i like imac much truly enjoy it met expectations anticipated,work projects,I would recommend this 2-1 to anyone looking for a new light weight laptop with touch screen!,1,,WorkAction,WorkTasks,,WorkingAbility,Person,Home,13m_bd0023dx,{'I like my iMac very much! I truly enjoy it. It met my expectations more than I anticipated.'},The person likes to work on some projects with this laptop,-0.020509803667664528,1.0
http://linked.aub.edu.lb/actionrec/Review/6ab73dfda7e3c3a85ae58010e177136b,great computer downside usbc connections need buy adaptor anything else,microphone feature,Great computer. Only downside is there are only usb-c connections,1,,TeachAction,WorkTasks,Microphone,TeachingAbility,Person,Home,13m_bd0023dx,"{'Great computer. Only downside is there are only usb-c connections, so you need to buy an adaptor for anything else.'}",The person likes the microphone feature of this laptop,0.06733228266239166,0.93
http://linked.aub.edu.lb/actionrec/Review/273379a8aa68522a71a8e43886fbebbf,nice laptop great laptop price comfortable stylish high quality finishing material pleasant touch happy recommend everyone,work projects,I would recommend this 2-1 to anyone looking for a new light weight laptop with touch screen!,1,,WorkAction,WorkTasks,,WorkingAbility,Person,Home,13m_bd0023dx,"{'Nice laptop. Great laptop for the price. comfortable, stylish, very high quality finishing material. pleasant to the touch, happy with it and recommend it to everyone'}",The person likes to work on some projects with this laptop,0.15548846125602722,0.84
http://linked.aub.edu.lb/actionrec/Review/87dd7a24dd7a8b69c387da504d672b7f,best simple great experience really satisfying,experience computer,80c791666ab62137efddf6250c93a7d7,0,,,,,,,,,The best simple what a great experience really satisfying,The user likes their experience with this computer,0.3267396092414856,0.67
http://linked.aub.edu.lb/actionrec/Review/af428619d76778f7ee434ac1d417a513,very happy computer speed reponse ease ujse,work projects,work in some projects on the side,1,,WorkAction,WorkTasks,Applications,WorkingAbility,Teacher,Home,13m_bd0023dx,{'very happy with computer speed reponse and ease or ujse'},The person likes to work on some projects with this laptop,0.062140755355358124,0.93
http://linked.aub.edu.lb/actionrec/Review/1516bfa93dd3fcd1084292d8c4b5e382,if looking high power gaming processing isnt it everyday use web surfing streaming light games want bright screen good unit good looking screen,listen music,listen,1,,ListenAction,Sound,Speed,ListeningAbility,Person,Universal,13m_bd0023dx,"{'If you are looking for high power gaming and processing this isn""t it. But for everyday use web surfing, streaming, light games and want a bright screen this is a good unit with a good looking screen.'}",The person likes to listen to music on this laptop,0.14458203315734863,0.85
http://linked.aub.edu.lb/actionrec/Review/453ec36944bbadae6607b7e91cd1ac6b,put based laptop son college loves it likes pen able take notes class,heshe take notes help pen,017617c3447adab8a57fe6d7a5733212,0,,,,,,,,,I put based the laptop for my son for college. He loves it. He likes the pen to be able to take notes in class.,The person likes that he/she can take notes with the help of the pen.,0.4605029225349426,0.53
http://linked.aub.edu.lb/actionrec/Review/9c3fc4d0aa333c9375b46895fad4bcf1,m3 macbook fastest macbook ive had m1 pro 133 well new unit faster seems way solid ports instead 2 usbc also uses magnetic charging port m1 mac pro didnt have m1 unit atouch bar m3 touch bar problematic like newer unit better display also slightly bigger overall pleased new unit,use ports instead 2 usbc,f78eece93df14892851a5e290fde166b,0,,,,,,,,,"This M3 MacBook is the fastest MacBook I^ve had.  I have an M1 Pro 13.3 as well, and this new unit is faster and seems way more solid.  It has more ports instead of just 2 USB-C.  It also uses a magnetic charging port that the M1 Mac Pro didn^t have.  While the M1 unit had a^Touch Bar, this M3 does not and the Touch Bar was problematic, so I like this newer unit better.  The display is also slightly bigger.  Overall, very pleased with this new unit.",The person likes to use this laptop because it has more ports instead of just 2 USB-C.,0.3763182759284973,0.62
http://linked.aub.edu.lb/actionrec/Review/61a49a8a3efe31c46903e80936fc9044,far good awesome desktop computer great graphics issues far,graphics computer,14dd5ef49b1ce053b1567ec6e7c79e20,0,,,,,,,,,"So far so good, awesome desktop computer, great graphics. No issues so far.",The person likes the graphics of this computer,0.7128480672836304,0.28
http://linked.aub.edu.lb/actionrec/Review/0205330fe1fd9067d0f1141ddaaa5677,i lovde hp  24 touchscreen allinone adjustable height  amd ryzen 5  8gb memory  1tb ssd  jet black pop camera use want also many usb ports use one usb stick time great price great service,work projects,work in some projects on the side,1,,WorkAction,WorkTasks,,WorkingAbility,Person,Home,13m_bd0023dx,"{'I LOVDE this HP - 24"" Touch-Screen All-in-One with Adjustable Height - AMD Ryzen 5 - 8GB Memory - 1TB SSD - Jet Black. It has a pop up camera so that you only use it when you want. Also, it has many usb ports so that I can use more than one usb stick at a time! Great Price and Great service!'}",The person likes to work on some projects with this laptop,-0.08462117612361908,1.0
http://linked.aub.edu.lb/actionrec/Review/58e611e6385f5b4671513f7cd7a1dc56,excellent product nice easy picking store everything working order couldnt happier purchase,work projects,I would recommend this 2-1 to anyone looking for a new light weight laptop with touch screen!,1,,WorkAction,WorkTasks,Processor,WorkingAbility,Person,Home,13m_bd0023dx,"{'Excellent product. Nice and easy picking it up from the store. Everything was in working order. I couldn""t be happier with my purchase.'}",The person likes to work on some projects with this laptop,0.10226529091596603,0.89
http://linked.aub.edu.lb/actionrec/Review/374bf8594c958e2b9177c97e86296730,laptop awesome its really fast graphics phenomenal first time play sims 4 highest graphic setting without experiencing type lag,play sims 4,8eac4a57ae246d2a77de46bc2f5704f3,0,,,,,,,,,"This laptop is awesome! It""s really fast and the graphics are phenomenal. This is the first time I can play the Sims 4 with highest graphic setting without experiencing any type of lag.",The person likes to play the Sims 4 on this laptop,0.5439417362213135,0.45
http://linked.aub.edu.lb/actionrec/Review/d53ff7178d538414a172d90405c5273a,easy use light carry folds use follow recipes like touch screen keyboard excellent like fact numbers also side easy use overall excellent product responds quickly,easy use,3c1f54b3e8a4960263f42d59d221f4d1,0,,,,,,,,,Very easy to use. Very light to carry and folds over so I can use it to follow recipes and like the touch screen.  The keyboard is excellent and like the fact numbers are also on the side. Easy for me to use. Just overall an excellent product. Responds quickly.,The person likes that this laptop is easy to use,0.3801001310348511,0.61
http://linked.aub.edu.lb/actionrec/Review/c0aef143f75385b58bc49c9dd4b8cb7c,great product easy understand use,heshe easily understand use,3ded0e1115ac86846f7f9f821405f638,0,,,,,,,,,Great product and easy for me to understand and use.,The person likes that he/she can easily understand and use this laptop,0.5150636434555054,0.48
http://linked.aub.edu.lb/actionrec/Review/1c8178e6b964f45b5a9ff8863ed5d8de,reliable speed storage its medical office use great,used virtual teaching,"It""s for medical office use",1,,WorkAction,WorkTasks,Speed,WorkingAbility,Person,Universal,13m_bd0023dx,"{'Reliable speed and storage. It""s for medical office use and does great.'}",The person likes that this laptop can be used for virtual teaching,0.13632604479789734,0.86
http://linked.aub.edu.lb/actionrec/Review/889f0ad5ea542a9c5004eda2587ca0bf,computers performance exceeded expectations highend processor ample ram handled multitasking resourceintensive applications ease whether editing videos running demanding software simply browsing web delivered consistently smooth experience,edit ,c10a73015c6faef389cfb5bc660f6118,0,,,,,,,,,"The computer""s performance exceeded my expectations. With its high-end processor and ample RAM, it handled multitasking and resource-intensive applications with ease. Whether I was editing videos, running demanding software, or simply browsing the web, it delivered a consistently smooth experience.",The user likes to edit on this laptop.,0.050119780004024506,0.94
http://linked.aub.edu.lb/actionrec/Review/63e8f839a560c75df3ad4e3749ee3aed,so love gift dream came thru ,work projects,work in some projects on the side,1,,WorkAction,WorkTasks,,WorkingAbility,Person,Home,13m_bd0023dx,{'So in love with my gift!! My dream came thru !!!!!'},The person likes to work on some projects with this laptop,0.0335453562438488,0.96
http://linked.aub.edu.lb/actionrec/Review/889d94ac2546715bfa74270625272091,got daughter cant get enough it easy use good buy worth every dollar,easy use,c26b7555ed2b606a653fbb2f839e16cc,0,,,,,,,,,Got it for my daughter and she can^t get enough of it. Easy to use. Very good buy and worth every dollar,The person likes that this laptop is easy to use,0.26448458433151245,0.73
http://linked.aub.edu.lb/actionrec/Review/3e72a41d4201e7c00f540baa94b6aefd,needed mac better connectivity podcast apps works perfectly saved hours time,good connecting podcast apps,7b4ad9bc7551788cb901b8edd195e469,0,,,,,,,,,Needed a Mac for better connectivity with podcast apps. This works perfectly. Saved hours of time.,The person likes that this laptop is good for connecting with podcast apps,0.6974312663078308,0.3
http://linked.aub.edu.lb/actionrec/Review/ae7e0fb924b853e3b468e95828ccd55d,excellent game laptop all needs great laptop,play games,3c726b98ab4ab1e467c262e11d6eb1b9,0,,,,,,,,,Excellent game laptop all. Needs and then some great laptop,The person likes to play games on this laptop,0.2894212603569031,0.71
http://linked.aub.edu.lb/actionrec/Review/a7876a927aa9ecbbb0b5e258b7f950b3,best computer ever everything could possibly need good screen decent keyboard lots battery life workhorse downsides far ten key slightly funky big deal get used it speakers loud otherwise wonderful,like speakers arent loud,bf04b708989c8ca5a40ae7d3930af40f,0,,,,,,,,,"best computer ever. it has everything I could possibly need. good screen, decent keyboard, lots of battery life and just a workhorse. only downsides so far is ten key is slightly funky. not a big deal you can get used to it. and the speakers are not very loud.  otherwise wonderful",The person dont like that the speakers of this laptop arent very loud,0.5122548341751099,0.48
http://linked.aub.edu.lb/actionrec/Review/b12b451d0d762edcd7a1306f5b0d7dd4,computer sleek lightweight responsive mention numerous applications issue computer storage capacity 256 gb actually less include operating system 2 lighting bolt ports back well course alway get external hard drive docking station offset points,like storage capacity,de52e9c4c005c66a31adf2f4df9d3f0d,0,,,,,,,,,"The computer is sleek, lightweight and very responsive, not to mention can do numerous applications. My only issue with this computer is the storage capacity which is only 256 GB which is actually less than that when you include the operating system. It only has 2 lighting bolt ports in the back as well. Of course you can alway get an external hard drive and docking station to offset these points.",The person dont like the storage capacity of this laptop,0.5492192506790161,0.45
http://linked.aub.edu.lb/actionrec/Review/a13e952cb9ac81d21ab10563352cf68f,its nice laptop like touch screen like keys keyboard raised makes typing easier keys flushed body laptop laptop light weight makes easy transport wish battery lasted bit longer does,heshe use virtual teaching,I like the keys on the keyboard are raised which makes typing easier than keys that are flushed to the body of the laptop,1,,StudyAction,Work,ProcessingUnit,StudyingAbility,Person,Home,13m_bd0023dx,"{'It""s a nice laptop.  I like that it is a touch screen.  I like the keys on the keyboard are raised which makes typing easier than keys that are flushed to the body of the laptop.  The laptop is light in weight which makes it easy to transport.  I wish the battery lasted a bit longer than it does.'}",The user likes that he/she can use this laptop for virtual teaching,0.026473309844732285,0.97
http://linked.aub.edu.lb/actionrec/Review/a31ff05eaa9517de126dd962ff6a22a8,love features everything want more,heshe work projects,I would recommend this 2-1 to anyone looking for a new light weight laptop with touch screen!,1,,WorkAction,WorkTasks,,WorkingAbility,Person,Home,13m_bd0023dx,"{'Love all the features, it everything I want and more'}",The person likes that he/she can work on some projects with this laptop,0.15233618021011353,0.84
http://linked.aub.edu.lb/actionrec/Review/680c7a5b19c931194031cadef7679703,still pretty new far love it fits needs touch screen pretty awesome,touchscreen,817320d24272243d73946034fe51e6f7,0,,,,,,,,,Still pretty new to me but so far I love it. Fits my needs and the touch screen is pretty awesome.,The person likes the touchscreen of this laptop,0.5017703771591187,0.49
http://linked.aub.edu.lb/actionrec/Review/cfa3380860934d98103583b68bd8b6b0,great computer runs fast smooth battery life excellent,battery life ,41ee6a66f2563123e2ff4bb96842e00e,0,,,,,,,,,"Great computer! Runs fast, smooth and the battery life is excellent",The person likes the battery life of this laptop.,0.7330676317214966,0.26
http://linked.aub.edu.lb/actionrec/Review/cea5243bf3575d2814cb95de5b1938f8,2020 macbook pro touch bar better sorry,think good old one,6d67db18e2b712a7013e284b7c93a021,0,,,,,,,,,My 2020 macbook pro with the touch bar is better sorry,The person does not think this laptop is as good as his old one.,0.010982165113091469,0.98
http://linked.aub.edu.lb/actionrec/Review/8e5fddd96b23261de00dc0085c6fd9cb,seamless transition set easy fast tasks compared old dell needed retired less cords much easier use key pad laptop didnt need portability appreciated recycle option old system ordering pickup easy,work projects,I would recommend this 2-1 to anyone looking for a new light weight laptop with touch screen!,1,,WorkAction,WorkTasks,,WorkingAbility,Person,Home,13m_bd0023dx,"{'Seamless transition. Set up easy, Fast at tasks compared to the old Dell that needed retired. Less cords. Much easier to use the key pad then a laptop. Didn^t need portability. Appreciated recycle option for old system. Ordering and pick-up easy.'}",The person likes to work on some projects with this laptop,0.043485529720783234,0.95
