Review,Product,Review Text,Valence,Description,Action,Object,Feature,Ability,Agent,Environment,Product.1,Annotated Text
http://linked.aub.edu.lb/actionrec/Review/fbf6d8259127cd9757e298b8eb2fbf3e,{'Samsung - Galaxy Book2 Pro 360 2-in-1 15.6 AMOLED Touch Screen Laptop - Intel 12th Gen Evo Core i7 - 16GB DDR5 Memory  1TB SSD - Silver'},"{'I loved this as soon as I took it out the box.  However, after getting it set up I was not pleased with all of the extra Samsung fluff they put in it.  But the most important flaw was that the screen was NOT crisp and sharp.  I don""t know if it was defective or not but it gave me headaches and I had to end up returning this.  Also, even though I really liked that it was lightweight, It did appear rather flimsy.  Every time I opened the screen I felt like I was going to snap it.'}",,The person dont like the screen quality of this laptop,WorkAction,WorkTasks,ScreenQuality,WorkingAbility,Person,Universal,GA00519_US,However
http://linked.aub.edu.lb/actionrec/Review/6fc8e0e00c28cca886afbe51a6623404,{'Samsung - Galaxy Book2 Pro 360 2-in-1 15.6 AMOLED Touch Screen Laptop - Intel 12th Gen Evo Core i7 - 16GB DDR5 Memory  1TB SSD - Silver'},"{'I""m happy with this laptop.  It boots up quickly and has little delay.  The battery life doesn""t seem as good as it is claimed to be, but that seems typical for all phones and laptops.  Haven""t utilized the pen much yet.  It would be nicer if it could be stored in the laptop some way, instead of magnetically attaching to the back of the screen.  It typically comes off when transporting it in my laptop pouch in my backpack.  Screen looks great.  As reviewers have mentioned, a 16:10 screen ratio would have been better than a 16:9 ratio.  It""s definitely something you notice on a smaller screen.  Could just more vertical space.  On the other side though, as a 2 in 1, it can be operated in portrait mode.  But that isn""t as useful if you need to be using the keyboard at the same time.  Overall, it""s a nice device.  Not sure if I""d get anything else instead, even with the small shortfalls.'}",,The person dont like that this laptops battery life isnt as good as it is claimed to be,WorkAction,WorkTasks,BatteryLife,WorkingAbility,Person,Universal,13m_bd0023dx,"Haven""t utilized the pen much yet. It would be nicer if it could be stored in the laptop some way"
http://linked.aub.edu.lb/actionrec/Review/38e6bf8161887e8f9724f313549c0e68,{'Samsung - Galaxy Book2 Pro 360 2-in-1 15.6 AMOLED Touch Screen Laptop - Intel 12th Gen Evo Core i7 - 16GB DDR5 Memory  1TB SSD - Silver'},{'Wish there was a place to keep the pen in also chicken'},,The person likes that this laptop has good microphone which allows him/her to hear the students well.,WorkAction,WorkTasks,Microphone,WorkingAbility,Person,Universal,13m_bd0023dx,students can hear me well
http://linked.aub.edu.lb/actionrec/Review/938ba1dd050caf314659c06b5d13ef83,{'Samsung - Galaxy Book2 Pro 360 2-in-1 15.6 AMOLED Touch Screen Laptop - Intel 12th Gen Evo Core i7 - 16GB DDR5 Memory  1TB SSD - Silver'},{'Excellent laptop and great sales at my local best buy'},,The person likes that he/she can teach with this laptop in home.,TeachAction,WorkTasks,Lightweight,TeachingAbility,Person,Home,13m_bd0023dx,I would recommend this 2-1 to anyone looking for a new light weight laptop with touch screen!
http://linked.aub.edu.lb/actionrec/Review/6ac14693d64ad9006f9681786b47e66d,{'Samsung - Galaxy Book2 Pro 360 2-in-1 15.6 AMOLED Touch Screen Laptop - Intel 12th Gen Evo Core i7 - 16GB DDR5 Memory  1TB SSD - Silver'},"{'This is perfect for our team members that prefer PCs to MACs. Great design, lightweight, and has tons of ancillary pieces to choose from.'}",,The person likes to work on some projects with this laptop,WorkAction,WorkTasks,Lightweight,WorkingAbility,Person,Home,13m_bd0023dx,I would recommend this 2-1 to anyone looking for a new light weight laptop with touch screen!
http://linked.aub.edu.lb/actionrec/Review/0c64cb673ea34882be6e8517cc6f321c,{'Samsung - Galaxy Book2 Pro 360 2-in-1 15.6 AMOLED Touch Screen Laptop - Intel 12th Gen Evo Core i7 - 16GB DDR5 Memory  1TB SSD - Silver'},{'This is my first laptop purchase so far so good. Learning all of the features this has will take sometime but I am looking forward to it. Will update as I get more used to it.'},,The person likes to learn all the features of this laptop,LearnAction,WorkTasks,Applications,LearningAbility,Person,Universal,13m_bd0023dx,This is my first laptop purchase so far
http://linked.aub.edu.lb/actionrec/Review/45a3ec9626dfd7adc31930112740c661,{'Samsung - Galaxy Book2 Pro 360 2-in-1 15.6 AMOLED Touch Screen Laptop - Intel 12th Gen Evo Core i7 - 16GB DDR5 Memory  1TB SSD - Silver'},"{'Great for what it is. But the battery doesn""t hold a charge as long I would like it to.'}",,The person dont like that this laptops battery doesnt last as long as he/she wants.,WorkAction,WorkTasks,BatteryLife,WorkingAbility,Person,Universal,13m_bd0023dx,"but the battery doesn""t hold a charge as long I would like it to."
http://linked.aub.edu.lb/actionrec/Review/aa5e93869fbc6ed9211cd5fc4258bc9d,{'Samsung - Galaxy Book2 Pro 360 2-in-1 15.6 AMOLED Touch Screen Laptop - Intel 12th Gen Evo Core i7 - 16GB DDR5 Memory  1TB SSD - Silver'},"{'Very nice  Great slim design, and light weight. Couldn""t ask for more.'}",,The Employee likes the weight and feel of this laptop.,WorkAction,,LightWeight,WorkingAbility,Employee,Work,GA00519_US,slim design
http://linked.aub.edu.lb/actionrec/Review/2b9010f96b1232c81729ea3663501a62,{'Samsung - Galaxy Book2 Pro 360 2-in-1 15.6 AMOLED Touch Screen Laptop - Intel 12th Gen Evo Core i7 - 16GB DDR5 Memory  1TB SSD - Silver'},{'Very good looking machine it does everything o need it to do plus more.   Still learning the ins and outs'},,The person likes to work on some projects with this laptop,WorkAction,WorkTasks,Microphone,WorkingAbility,Person,Home,13m_bd0023dx,I just finished with it now I started teaching this fall at college online from my house using a small white monitor for my students to see me and a laptop for me to teach them.
http://linked.aub.edu.lb/actionrec/Review/3c1e431627e07c4855927f46e7931e9a,{'Samsung - Galaxy Book2 Pro 360 2-in-1 15.6 AMOLED Touch Screen Laptop - Intel 12th Gen Evo Core i7 - 16GB DDR5 Memory  1TB SSD - Silver'},"{'Zippy, thin and amazing screen resolution. Nothing to do with the laptop, but the charging brick included gets HOT.'}",,The person likes to work on some projects with this laptop,WorkAction,WorkTasks,Applications,WorkingAbility,Student,School,13m_bd0023dx,I would recommend this 2-1 to anyone looking for a new light weight laptop with touch screen!
http://linked.aub.edu.lb/actionrec/Review/5d30a9f9f2177328fa79a3172b730d22,{'Samsung - Galaxy Book2 Pro 360 2-in-1 15.6 AMOLED Touch Screen Laptop - Intel 12th Gen Evo Core i7 - 16GB DDR5 Memory  1TB SSD - Silver'},{'Perfect it^s everything I wanted and it run^s great!'},,The person likes that this laptop runs smoothly,RunAction,ProgramObject,Speed,RunningAbility,Person,Universal,13m_bd0023dx,Perfect it^s everything I wanted and it run^s great!
http://linked.aub.edu.lb/actionrec/Review/c0e59727ca0a5dd31baf4ee9193407e0,{'Samsung - Galaxy Book2 Pro 360 2-in-1 15.6 AMOLED Touch Screen Laptop - Intel 12th Gen Evo Core i7 - 16GB DDR5 Memory  1TB SSD - Silver'},{'Specifications are great!Delivery was on time.Made in 2022.'},,The person likes the quality and features of the product to teach in virtual environment,WorkAction,WorkTasks,ScreenResolution,WorkingAbility,Person,Universal,13m_bd0023dx,virtual teaching.
http://linked.aub.edu.lb/actionrec/Review/677ee6ac73d6e96ec3eb0fc9fdb1a28a,{'Samsung - Galaxy Book2 Pro 360 2-in-1 15.6 AMOLED Touch Screen Laptop - Intel 12th Gen Evo Core i7 - 16GB DDR5 Memory  1TB SSD - Silver'},"{'Fast, easy to use, and lightweight. Display is super sharp with bright images. Getting used to Windows 11 is a challenge though. I^m sure that will improve with time. This machine really packs some serious horsepower !!'}",,The person likes to work on this laptop,WorkAction,WorkTasks,Speed,WorkingAbility,Person,Universal,13m_bd0023dx,work
http://linked.aub.edu.lb/actionrec/Review/050d0a6d7911daa36fbd40fc73e18186,{'Samsung - Galaxy Book2 Pro 360 2-in-1 15.6 AMOLED Touch Screen Laptop - Intel 12th Gen Evo Core i7 - 16GB DDR5 Memory  1TB SSD - Silver'},"{'Great size/weight/speed.I thought the volume was too low even on high, though I went into the settings and increase the basic volume.I also appreciated the Best Buy team member reminding me to shut down the computer when not using it and to it over charge it save the life of the battery.'}",,The person likes to work on some projects with this laptop,WorkAction,WorkTasks,Applications,WorkingAbility,Person,Home,13m_bd0023dx,I like the fact that it is light weight and can be carried around.
http://linked.aub.edu.lb/actionrec/Review/63ae1743d4bececbd739a9c2af6827cb,{'Samsung - Galaxy Book2 Pro 360 2-in-1 15.6 AMOLED Touch Screen Laptop - Intel 12th Gen Evo Core i7 - 16GB DDR5 Memory  1TB SSD - Silver'},"{'Very light weight, fast speed, easy to set up.  Disappointed with how hot it gets when having to use it in my lap so I had to move to a table and it was very hot when using on a table as well.  Not sure it is suppose to get this hot.'}",,The person dont like that this laptop gets hot while using it in his lap,UseAction,WorkTasks,LaptopModel,UsingAbility,Person,Home,13m_bd0023dx,Very light weight
http://linked.aub.edu.lb/actionrec/Review/eb6a0d871963c0bdbf7118ba9696eb64,{'Samsung - Galaxy Book2 Pro 360 2-in-1 15.6 AMOLED Touch Screen Laptop - Intel 12th Gen Evo Core i7 - 16GB DDR5 Memory  1TB SSD - Silver'},"{'This is a great laptop. Quiet. Lots of speed, and very sleek design.'}",,The person likes that this laptop is very fast to work on it,WorkAction,WorkTasks,Speed,WorkingAbility,Person,Universal,13m_bd0023dx,very sleek design
http://linked.aub.edu.lb/actionrec/Review/65ebac89c891e70c00bf55423368b022,{'Samsung - Galaxy Book2 Pro 360 2-in-1 15.6 AMOLED Touch Screen Laptop - Intel 12th Gen Evo Core i7 - 16GB DDR5 Memory  1TB SSD - Silver'},"{'works as expected, rapid on and off, excellent hardware for the price especially the large 1TB SSD with i7 Core processor and ample RAM with touchscreen.  Very light!'}",,The person likes to work on some projects with this laptop,WorkAction,WorkTasks,OperatingSystem,WorkingAbility,Person,Home,13m_bd0023dx,I would recommend this 2-1 to anyone looking for a new light weight laptop with touch screen!
http://linked.aub.edu.lb/actionrec/Review/115bbf013e8c7139d65e52a5237757a7,{'Samsung - Galaxy Book2 Pro 360 2-in-1 15.6 AMOLED Touch Screen Laptop - Intel 12th Gen Evo Core i7 - 16GB DDR5 Memory  1TB SSD - Silver'},{'Great computer. Great price. everything I was looking for and more.'},,The person likes to work on some projects with this laptop,WorkAction,WorkTasks,,WorkingAbility,Person,Home,13m_bd0023dx,I would recommend this 2-1 to anyone looking for a new light weight laptop with touch screen!
http://linked.aub.edu.lb/actionrec/Review/4382651c637b73b475fb28dd5f88391b,{'Samsung - Galaxy Book2 Pro 360 2-in-1 15.6 AMOLED Touch Screen Laptop - Intel 12th Gen Evo Core i7 - 16GB DDR5 Memory  1TB SSD - Silver'},"{'it""s great, I have to get one with more memory I have lots of photos and updates yes i like it have to update.'}",,The person likes to work on some projects with this laptop,WorkAction,WorkTasks,,WorkingAbility,Person,Home,13m_bd0023dx,I would recommend this 2-1 to anyone looking for a new light weight laptop with touch screen!
http://linked.aub.edu.lb/actionrec/Review/b58c7ff4a291754825adfaceff7e79bc,{'Samsung - Galaxy Book2 Pro 360 2-in-1 15.6 AMOLED Touch Screen Laptop - Intel 12th Gen Evo Core i7 - 16GB DDR5 Memory  1TB SSD - Silver'},"{'Big screen and light weight and good price make the Samsung an easy choice for a day to day home laptop. We made the switch from Mac could bear the price of the Mac Pro for home use surfing, shopping and basic word processing.  Would have gone with Mac Air but screen to small;  so this Samsung fit the bill.  Appreciated the Geek Squad help in making selection.'}",,The person likes the screen size of this laptop to surf,SurfAction,Websites,ScreenSize,ShoppingAbility,Person,Home,SM_T970NZKAXAR,surfing
http://linked.aub.edu.lb/actionrec/Review/863b65fe7f0e25846abbefe0edc7d039,{'Samsung - Galaxy Book2 Pro 360 2-in-1 15.6 AMOLED Touch Screen Laptop - Intel 12th Gen Evo Core i7 - 16GB DDR5 Memory  1TB SSD - Silver'},"{'To be fair, this laptop is replacing my 10 year old laptop that gave its all. Here are my thoughts for a non-tech-y user. The screen resolution is outstanding. The speed is lightning fast. It is super lightweight so it feels somewhat fragile. I like the fingerprint reader to make logging in easier.'}",,The person doesnt like to log into the computer,LogInAction,,PixelRatio,LoggingAbility,Person,Universal,13m_bd0023dx,I like the fingerprint reader to make logging in easier.
http://linked.aub.edu.lb/actionrec/Review/ea527d88fcaa7173635d168b538a0e8e,{'Samsung - Galaxy Book2 Pro 360 2-in-1 15.6 AMOLED Touch Screen Laptop - Intel 12th Gen Evo Core i7 - 16GB DDR5 Memory  1TB SSD - Silver'},{'Wonderful choice. Very fast and the screen is beautiful'},,The person likes to use the laptop due to its portability,UseAction,WorkTasks,Lightweight,UsingAbility,Person,Universal,13m_bd0023dx,and lightweight
http://linked.aub.edu.lb/actionrec/Review/ce8a1d010b202d09558da5b70a8da82a,{'Samsung - Galaxy Book2 Pro 360 2-in-1 15.6 AMOLED Touch Screen Laptop - Intel 12th Gen Evo Core i7 - 16GB DDR5 Memory  1TB SSD - Silver'},"{'Exactly what it is offered, I really like how light it is, I can carry it wherever I go, plus the battery life is just great'}",,The person likes to work on some projects with this laptop,WorkAction,WorkTasks,Applications,WorkingAbility,Person,Home,13m_bd0023dx,I would recommend this 2-1 to anyone looking for a new light weight laptop with touch screen!
http://linked.aub.edu.lb/actionrec/Review/107835666ed13e7608c06f41745b36e9,{'Samsung - Galaxy Book2 Pro 360 2-in-1 15.6 AMOLED Touch Screen Laptop - Intel 12th Gen Evo Core i7 - 16GB DDR5 Memory  1TB SSD - Silver'},{'I was looking for a higher end tablet/laptop mix and this Samsung really shines. Aside from its ram being in upgradable it really performs well.'},,The person likes that the stylus of this laptop is very useful to draw on it,DrawAction,DrawingObject,Stylus,DrawingAbility,Person,Universal,SM_T970NZKAXAR,the stylus
http://linked.aub.edu.lb/actionrec/Review/c253a7116e88df2747b26d01b4fa9df8,{'Samsung - Galaxy Book2 Pro 360 2-in-1 15.6 AMOLED Touch Screen Laptop - Intel 12th Gen Evo Core i7 - 16GB DDR5 Memory  1TB SSD - Silver'},"{'Great product, exactly what i was lookikg for. Really lije that it syncs with my Samsung phone, so i can text etc from the laptop.'}",,The person likes to use this laptops touch screen to text,UseAction,WorkTasks,TouchScreen,UsingAbility,Person,Universal,13m_bd0023dx,really like that it syncs with my Samsung phone
http://linked.aub.edu.lb/actionrec/Review/2f5229e086baf4e3085ed6a0a1e0206c,{'Samsung - Galaxy Book2 Pro 360 2-in-1 15.6 AMOLED Touch Screen Laptop - Intel 12th Gen Evo Core i7 - 16GB DDR5 Memory  1TB SSD - Silver'},{'Had an HP Spectre for years but eventually needed repairs.  This Samsung is MUCH lighter and of course has more up to date specs.'},,The person likes to teach on this laptop due to its good microphone,TeachAction,WorkTasks,Microphone,TeachingAbility,Person,Home,SM_T970NZKAXAR,and hear me well
http://linked.aub.edu.lb/actionrec/Review/a9edb606534c87dfffa5a30be65b2e4a,{'Samsung - Galaxy Book2 Pro 360 2-in-1 15.6 AMOLED Touch Screen Laptop - Intel 12th Gen Evo Core i7 - 16GB DDR5 Memory  1TB SSD - Silver'},"{'Love this laptop/tablet. I love that I can use this to take ""handwritten"" notes. The screen can be sensitive when i am ""writing"" but so far, its been really doing wonders for me for school.'}",,The person likes to work on some projects with this laptop,WorkAction,WorkTasks,,WorkingAbility,Person,Home,13m_bd0023dx,work in some projects on the side
http://linked.aub.edu.lb/actionrec/Review/9d423bc41cb7e25d25bd9483f8db6fdb,{'Samsung - Galaxy Book2 Pro 360 2-in-1 15.6 AMOLED Touch Screen Laptop - Intel 12th Gen Evo Core i7 - 16GB DDR5 Memory  1TB SSD - Silver'},"{'Love this computer. The stylus is great-- a good option if you don""t have your mouse. Love how lightweight it is for a 2-in-1. This is definitely meant for a heavier computer user- with a faster processor and larger storage and RAM. It""s not being used for gaming, but design work and lots of emailing and browsing. This computer seems to handle it all at once.'}",,The person likes to work on some projects with this laptop,WorkAction,WorkTasks,Lightweight,WorkingAbility,Person,Home,13m_bd0023dx,I would recommend this 2-1 to anyone looking for a new light weight laptop with touch screen!
http://linked.aub.edu.lb/actionrec/Review/4d6d75cfbcfbdd149d7e89e24f55b5a6,{'Samsung - Galaxy Book2 Pro 360 2-in-1 15.6 AMOLED Touch Screen Laptop - Intel 12th Gen Evo Core i7 - 16GB DDR5 Memory  1TB SSD - Silver'},"{'Best investment I""ve ever made. I love Samsungs quality. My last laptop lasted for 8 years and still is doing well. I just need to update my graphics driver for work, So that is why I purchase this new laptop. I love it and I would recommend it to anybody.'}",,The person likes that the speakers are great on this laptop,SpeakAction,Music,SpeakerQuality,SpeakingAbility,Person,Universal,SM_T970NZKAXAR,speakers are great
http://linked.aub.edu.lb/actionrec/Review/d934723ffcc7f880dce3280c6b4f79e9,{'Samsung - Galaxy Book2 Pro 360 2-in-1 15.6 AMOLED Touch Screen Laptop - Intel 12th Gen Evo Core i7 - 16GB DDR5 Memory  1TB SSD - Silver'},"{'Just what I needed, even though it may not have all of the ports options, this is a very solid computer for everyday needs'}",,The person likes that this laptop can be used for everyday needs,UseAction,WorkTasks,,UsingAbility,Person,Universal,13m_bd0023dx,Just what I needed
http://linked.aub.edu.lb/actionrec/Review/6a629b7893aae71278ad7270da5f55b1,{'Samsung - Galaxy Book2 Pro 360 2-in-1 15.6 AMOLED Touch Screen Laptop - Intel 12th Gen Evo Core i7 - 16GB DDR5 Memory  1TB SSD - Silver'},"{'I^m very pleased with the laptop. Good performance at a competitive price. The pen works fine, but I do not have a lot of use for it, as I prefer a Wacom device. The touch screen is handy.'}",,The person likes to work on some projects with this laptop,WorkAction,WorkTasks,,WorkingAbility,Person,Home,13m_bd0023dx,work in some projects on the side
http://linked.aub.edu.lb/actionrec/Review/36082ae71dcd1cee98f481d66c97d4c4,{'Samsung - Galaxy Book2 Pro 360 2-in-1 15.6 AMOLED Touch Screen Laptop - Intel 12th Gen Evo Core i7 - 16GB DDR5 Memory  1TB SSD - Silver'},"{'LOVE. LOVE. LOVE IT! Sync""s with my phone and my desktop, the convertible design is fantastic, super sleek, super fast!'}",,The person likes to work on some projects with this laptop,WorkAction,WorkTasks,,WorkingAbility,Person,Home,13m_bd0023dx,I would recommend this 2-1 to anyone looking for a new light weight laptop with touch screen!
http://linked.aub.edu.lb/actionrec/Review/504802dd9843094d8efae62d53df2131,{'Samsung - Galaxy Book2 Pro 360 2-in-1 15.6 AMOLED Touch Screen Laptop - Intel 12th Gen Evo Core i7 - 16GB DDR5 Memory  1TB SSD - Silver'},"{'Received computer in excellent shape after having to have it ordered into my local store. It was very easy to set up. I have not used it an excessive amount since purchase, but everything seems to be running well. I can have multiple tabs open at a time, and everything loads fairly quick. I have not tried using the laptop in different positions other than flat on my desk but am excited to do so. The screen is bright and vibrant, keyboard and mousepad work well. One of my favorite things is probably the pen that came with the laptop. I love being able to use the touchscreen feature without getting fingerprints all over the screen. A few cons I have noticed is: 1.) how loud the cooling system is. I will be using this computer in college, and it may get annoying to classmates in close proximity when the cooling system kicks on (and this seems to be pretty often if I am using the computer very actively i.e. many open tabs, working on a google doc, etc.).2.) The laptop keeps disconnecting to the internet. This could possibly be due to not living in an area that has the best internet connection, but it is happening a bit excessively. I don""t think it should be happening as much as it is, especially when I am the only person using the internet when it occurs.3.) This is partially due to me not paying close enough attention, but there are no usb ports. I will now have to buy an adapter. I guess this may not be such a deal breaker to some, but I am not excited to have to spend extra money to buy and adapter when, in my opinion, the laptop should have come with at least one usb port.Overall, the laptop is working well. This is mainly just my first impression. I will need to use it more to get a better understanding and opinion toward the computer. I""m hoping it was worth the money, and the pros will end up overriding the cons.'}",,The person likes that this laptop is easy to set up,SetupAction,,,SettingupAbility,Person,Universal,13m_bd0023dx,It was very easy to set up.
http://linked.aub.edu.lb/actionrec/Review/ccc7e19b5e1df3ee888880f230b50119,{'Samsung - Galaxy Book2 Pro 360 2-in-1 15.6 AMOLED Touch Screen Laptop - Intel 12th Gen Evo Core i7 - 16GB DDR5 Memory  1TB SSD - Silver'},"{'My new daily driver!  This computer is light, big, and fast! The pen technology coupled with a lightning-fast processor and a mega SSD hard drive makes this a dream computer!  The price is extremely reasonable, too!  Coming over from Apple products, this computer seems to be a nice way to stretch my money and get into higher specs without breaking the bank!'}",,The user likes that the touchscreen is nice for work on this laptop,WorkAction,WorkTasks,TouchScreen,WorkingAbility,Person,Universal,13m_bd0023dx,I love it!
http://linked.aub.edu.lb/actionrec/Review/18cc27820c52b6257d7f776a42c4f973,{'Samsung - Galaxy Book2 Pro 360 2-in-1 15.6 AMOLED Touch Screen Laptop - Intel 12th Gen Evo Core i7 - 16GB DDR5 Memory  1TB SSD - Silver'},"{'Great item, best laptop ever long live battery and great screen'}",,The person likes the battery life of this laptop,WorkAction,WorkTasks,BatteryLife,WorkingAbility,Person,Universal,13m_bd0023dx,Great item
http://linked.aub.edu.lb/actionrec/Review/cf24c7513c1ffa7df0824730e5db7f39,{'Samsung - Galaxy Book2 Pro 360 2-in-1 15.6 AMOLED Touch Screen Laptop - Intel 12th Gen Evo Core i7 - 16GB DDR5 Memory  1TB SSD - Silver'},"{'Great product. Quick delivery and availability. It worthed to wait for the product. Veri satisfied. I love this laptop, very comfortable.'}",,The person likes to work on some projects with this laptop,WorkAction,WorkTasks,,WorkingAbility,Person,Home,13m_bd0023dx,I would recommend this 2-1 to anyone looking for a new light weight laptop with touch screen!
