Review,Review Text,Description,Annotated Text,hallucination_groundtruth,Valence,Action,Object,Feature,Ability,Agent,Environment,Product.1,Review Text Original,Description Original,STS Score,Hallucination Confidence Score
http://linked.aub.edu.lb/actionrec/Review/86d0066f988a8b249a5bd6bb26609065,good product excellent delivery service laptop powerful windows standard os purchased laptop excellent price amazing discount 1200 powerful intel cpu powerful nvidia gpu use laptop development beta test machine learning models statistical analysis satisfied believe update 32 gb ram new m2 ssd laptop satisfy needs work,use development beta test machine learning models statistical analysis,b88fbd47e7e2e4859b5b168b65b5b263,0,,,,,,,,,"Very good product and excellent delivery service. The laptop is powerful with windows as a standard OS.  I purchased the laptop in an excellent price (amazing discount), about $1200. It has a powerful Intel CPU and a powerful Nvidia GPU. I use the laptop for the development of beta test machine learning models and statistical analysis. I am very satisfied. I believe that with an update of 32 GB ram and a new m2 SSD, the laptop it will satisfy all my needs for my work.",The person likes to use this laptop for the development of beta test machine learning models and statistical analysis.,0.25210314989089966,0.74
http://linked.aub.edu.lb/actionrec/Review/b2a772e4ab353a18aff758df38072f0b,laptonis great runs great gaming downloads fast even slower connection plenlt connections maybe worth 1600 got cyber monday 1100 def worth it,download files,c918c5ba963516b40c051d86c07254ad,0,,,,,,,,,This laptonis great. Runs great for gaming. Downloads are fast even on slower connection and plenlt of connections. Maybe not worth 1600$ but i got on cyber monday for 1100 so def worth it.,The person likes to download files with this laptop,0.20563720166683197,0.79
http://linked.aub.edu.lb/actionrec/Review/de44d619575bde28832efdfe78349d4d,good product works great fast downloads clear graphics great resolution,speed quality graphics card driver download files,d537926405e5f21cfc61d173dfb7bf4d,0,,,,,,,,,Good product. Works great. fast downloads. Clear graphics  great resolution,The person likes the speed and quality of the graphics card driver to download files,0.5340179204940796,0.46
http://linked.aub.edu.lb/actionrec/Review/9f2620676276679ffa052bcbda9ad6a9,bought laptop gaming video editing purposes now job pretty well games run ultra settings,used edit videos,1122a4926e6142d8fb9d2dbcf1c64694,0,,,,,,,,,"I bought this laptop for gaming and video editing purposes. As of now, it does the job pretty well. Most games run on Ultra settings",The person likes that this laptop can be used to edit videos.,0.37060534954071045,0.62
http://linked.aub.edu.lb/actionrec/Review/7ce36867f397b004064a859788be0b54,great video editing upgraded 64gb ram runs problem sale great price performance laptop battery life isnt great gaming laptop youre buying performance battery life lol,edit videos,32aa87b5638ea624f402944ea6c34e23,0,,,,,,,,,"Great for video editing. I upgraded to 64gb of ram and it runs with no problem. On sale, this is a great price to performance laptop. Battery life isn""t great, but its a gaming laptop. You""re buying for performance not battery life lol",The person likes to edit videos with this laptop,0.2579044699668884,0.74
http://linked.aub.edu.lb/actionrec/Review/21a7468a66a4f3d6792c149ef3269783,syatem fast regret investing product use photo video editing worth every penny,edit photos videos,3b771f0a91df9edf9ea5d647ba5c00b2,0,,,,,,,,,The syatem is fast and no regret on investing on this product. I use it for my photo and video editing. Worth every penny.,The person likes to edit photos and videos with this laptop,0.43958553671836853,0.56
http://linked.aub.edu.lb/actionrec/Review/9fbe231540ba202a83c262cec5081201,pretty impressed laptops performance price perfect world would include second ssd slot deal breaker stays reletively cool running diablo 4 ultra 100110 fps predator sense tool awesome easily control cpu gpu clock fan speed even create custom profiles individual games rtx 4060 feels great allows utilization latest greatest features latest games dlss card get faster drivers catch technology dont see laptop beat price right now,stays relatively cool running diablo 4 100110 fps,221bff05d2c3f15bb8912df766879ca7,0,,,,,,,,,Pretty impressed with this laptop^s performance for the price.  In a perfect world it would include a second ssd slot but not a deal breaker.  It stays reletively cool while running Diablo 4 on ultra at 100-110 fps.  The predator sense tool is awesome as you can easily control the cpu and gpu clock and fan speed and can even create custom profiles for individual games.  The RTX 4060 feels great and allows the utilization of the latest and greatest features in the latest games such as DLSS.  This card will only get faster as drivers catch up to the technology. I dont see how this laptop can be beat for the price right now.,The person likes that this laptop stays relatively cool while running Diablo 4 at 100-110 FPS.,0.5628085136413574,0.43
http://linked.aub.edu.lb/actionrec/Review/8a1f2c289da96b055ccec4e26b8f807f,cant believe one mentions laptop cp value youtube review laptop 1100 with discounted 1049 beast fastqhd beautiful display dont care battery life thing decent gaming desktop replacement flexible portability great job acer,use gaming,26a676a683333da41d8e4b9b791b095d,0,,,,,,,,,"I can""t believe no one mentions this laptop for the C/P value in the Youtube review. For a laptop under $1,100 (with discounted to $1,049), this is a beast with fast/QHD beautiful display. I don""t care the battery life with this thing, this is a decent gaming desktop replacement with flexible portability. Great Job Acer!",The person likes to use this laptop for gaming,0.37682580947875977,0.62
http://linked.aub.edu.lb/actionrec/Review/b95f11697adb9a5542cb949738dc6398,plays good new games althought 4060 meets expectations,gaming experience provided,a987f913b409f0f650bd380e51770e5a,0,,,,,,,,,It plays good in new games althought it has a 4060 it meets my expectations,The person likes the gaming experience provided by this laptop,0.5191227793693542,0.48
http://linked.aub.edu.lb/actionrec/Review/ec31cf114cf09ff06528702fa8b7beca,kid gamer previously used laptop gaming one best thats said good see smile facethis laptop medium high level gamer kidshigly recommend,product medium high level gamers,d1ca3580af5f04dc1ea2af39d55bdcba,0,,,,,,,,,My kid is gamer and he has previously used other laptop for gaming but this one is best thats what he said and good to see smile on his face.This laptop is for medium to high level gamer kids.Higly recommend,The user recommends the product for medium to high level gamers,0.6494508385658264,0.35
http://linked.aub.edu.lb/actionrec/Review/cd193b82ad7cd31832708f777c1108d5,predator sense stopped working longer return thing handle gaming app work,like handle gaming app wont work,dcf694cc9adb93c0f1a15d0f930dfeb4,0,,,,,,,,,Predator sense stopped working and can no longer return. Thing can only handle gaming with the app and it will not work.,The person dont like that the laptop can only handle gaming with the app and it wont work,0.6196798086166382,0.38
http://linked.aub.edu.lb/actionrec/Review/0a720c12a040f2dabe6774b804130aed,ive playing starfield new world phasmaphobia new asus predator got month ago ive sunk 100 hours alread oh love it graphics immediate improvement hp omen got years ago gaming experience smooth even mmo theres dense population little lag 1010,smooth gaming experience,495ce9ee48c19e30d219998b26ea8151,0,,,,,,,,,"Ive been playing starfield, new world and phasmaphobia on my new Asus predator i got about a month ago and ive sunk 100  hours into it alread and oh do I love it. The graphics are an immediate improvement to my hp omen i got a few years ago, the gaming experience is so smooth even mmo where theres a dense population little to no lag. 10/10",The person likes the smooth gaming experience of this laptop,0.43633604049682617,0.56
http://linked.aub.edu.lb/actionrec/Review/9e0f29812dc4d679284eb0899c482262,first gaming pc im enjoying quite bit easily run games wanted pick still room more,desktop pc game,db03d879de529836d3d7d109874effd3,0,,,,,,,,,"This is my first gaming PC and I""m enjoying it quite a bit! It can easily run all of the games that I had wanted to pick up and I still have room for more.",The user uses this desktop PC to game on,0.5990580320358276,0.4
http://linked.aub.edu.lb/actionrec/Review/449002a59fafb1dafac4484e5e856162,gaming laptop overall pretty good son happy performance one small issue playing online games unplugged laptop may experience choppy performance typically close background programs doesnt resolve issue unless its charged purchased sale seems sale price aligns performance level,play games,5ab3dec7e4128aac4dbbb2b4701e3bc9,0,,,,,,,,,"The gaming laptop is overall pretty good. Our son is happy with its performance. One small issue is that when playing online games unplugged, the laptop may experience choppy performance. We typically close all background programs, but this doesn""t resolve the issue unless it""s being charged. We purchased it on sale, but it seems the sale price aligns more with its performance level",The person likes to play games on this laptop,0.30006274580955505,0.69
http://linked.aub.edu.lb/actionrec/Review/fd5768dcebb4361bf5c8a9595251a264,everything wanted to mainly playing escape tarkov bend tech cad,play escape tarkov,93d452d0a5e358b44035852c3f1c204c,0,,,,,,,,,"Does everything I wanted it to. Mainly playing escape from tarkov, and bend tech cad",The person likes to play escape from tarkov on this laptop,0.6746829748153687,0.32
http://linked.aub.edu.lb/actionrec/Review/f71006662f0f278c3b2c2b1d05ffff50,quick run games son like,play games,9b2e23c0dbf116cab737ef1c75a33e17,0,,,,,,,,,"it is very quick to run games, my son very like it",The person likes to play games on this laptop,0.5107043385505676,0.48
http://linked.aub.edu.lb/actionrec/Review/fd82bc93c4d8e49346224c3a218fe9b8,internet provider gives mcafee free free version preinstalled ran out havoc unleased took two half hours phone tech clear problem noxious program installed laptop prior delivery started free subscription ran out told would triggered done uninstall mcafee prior installing version provided internet provider never encountered problem like prior laptop purchases course none best buy acer laptop,like free version mcafee installed caused problems,d85972f8f1d97efc601e674b606a640c,0,,,,,,,,,"My internet provider gives me McAfee for free. When the ""free"" version preinstalled ran out, havoc was unleased.  It took two and a half hours on the phone with a tech to clear up the problem. There was some noxious program installed on the laptop prior to delivery that started when the free subscription ran out, but I was told would have been triggered had I done an uninstall on McAfee prior to installing the version provided by my internet provider. Never have I encountered a problem like this with prior laptop purchases. Of course none of them were from Best Buy or an Acer laptop.",The person dont like that the free version of McAfee installed on this laptop caused problems,0.6980137825012207,0.3
http://linked.aub.edu.lb/actionrec/Review/34919f9ec8694832c951da5c673797e6,love new predator helios neo 16 blazing fast performance gorgeous display make gaming multitasking dream advanced cooling keeps quiet even pushed hard highly recommend,multitask,0ee7d45e84fcb36a889b1d04e43e19f4,0,,,,,,,,,Love my new Predator Helios Neo 16! Blazing fast performance and gorgeous display make gaming and multitasking a dream. Advanced cooling keeps it quiet even when pushed hard. Highly recommend!,The person likes to multitask with this laptop,0.23188728094100952,0.76
http://linked.aub.edu.lb/actionrec/Review/fe9e5521d636365aec9e64bd3e5edcf2,love everything it pair blue tooth speaker enhanced sound,heshe pair bluetooth speaker enhanced sound,9548c63ed934eeb196e98c528e690570,0,,,,,,,,,Love everything about it. Pair with a blue tooth speaker for enhanced sound.,The person likes that he/she can pair this laptop with a Bluetooth speaker for enhanced sound,0.7275140285491943,0.27
http://linked.aub.edu.lb/actionrec/Review/9edc31c654024053f525ee42ff14a43e,first bought laptop issues experienced acer predator helios 300 games would crash andor run properly level hardware also slight overheating issues acer released updates bios well nvidia driver updates issues experienced occur anymoreplays game thrown it build quality seems great acer display good enough midtier gaming laptop wouldve given 5 stars initial issues softwarebios cant truly attributed quality product,play games,286dc2eef57c77a10d22468282898a43,0,,,,,,,,,"When I first bought this laptop, I did have some issues that I had not experienced with my Acer Predator Helios 300: some games would crash, and/or not run properly for this level of hardware. I also had slight overheating issues. After Acer released updates to the BIOS, as well as Nvidia Driver updates, the issues I experienced did not occur anymore.Plays just about any game I have thrown at it, build quality seems great for Acer, and display is good enough for a mid-tier gaming laptop. I would""ve given 5 stars if not for the initial issues with the software/BIOS; but then again that can""t truly be attributed to the quality of this product.",The person likes to play games on this laptop,0.18621444702148438,0.81
http://linked.aub.edu.lb/actionrec/Review/6f4bfd0f9c95ab962ea0d0405834a581,bought teenage gamer loves it uses daily cooling system comes soon game opened keep system running well,play games,8d3e44629fdaeda323df0db7aed06178,0,,,,,,,,,"Bought for a teenage gamer, he loves it, uses it daily. Cooling system comes on as soon as a game is opened to keep the system running well.",The person likes to play games on this laptop,0.41828835010528564,0.58
http://linked.aub.edu.lb/actionrec/Review/b28b52c4c751393f813077d84103af8f,issues since purchased it one issues im predatorsense software that controls fans overclocking performance freezes quite often biggest issue fact crashes playing intensive games rare first didnt play whole lot first got it got around time crashes frequent unfortunately passed bestbuy return window deal acer directly ive done decent amount diagnosing help others acer forum its certain hardware issue likely cpu related,like predatorsense software freezes quite often crashes playing games,d97c57b66fc3b4d1809db96aa16d441c,0,,,,,,,,,"I have had issues since I purchased it. One of the issues I""m having is with the PredatorSense software (that controls fans, overclocking, performance) freezes quite often. The biggest issue is the fact that it crashes while playing more intensive games. It was very rare at first, and I didnt play a whole lot when I first got it. When I got around to having more time, the crashes were more frequent and but by then I unfortunately had passed the Bestbuy return window. Now I have to deal with Acer directly. I""ve done a decent amount of diagnosing myself and with the help of others on the Acer forum, and it""s all but certain there is a hardware issue, likely cpu related.",The person dont like that the PredatorSense software freezes quite often and that it crashes while playing games,0.6832449436187744,0.31
http://linked.aub.edu.lb/actionrec/Review/6896b266138318fc9b4589372b037766,excellent purchase budget friendly gaming rig,heshe play games,e29d812a7487fd10312a62fc88eca120,0,,,,,,,,,An Excellent purchase for a budget friendly gaming rig.,The person likes that he/she can play games on this laptop,0.23329532146453857,0.76
http://linked.aub.edu.lb/actionrec/Review/aa24311d4581fdfb8dc010578a442afe,awesome computer fast runs smooth fully customizable different rgb effects play game problem,play games,0031c358d279ef1006a657020044ee8a,0,,,,,,,,,Awesome computer. This is fast and runs very smooth. It is fully customizable with different RGB effects.  Will play any game with out a problem.,The person likes to play games on this laptop,0.4162653684616089,0.58
http://linked.aub.edu.lb/actionrec/Review/385836fbccad251d4c3bf7ccedd95a88,wonderful laptop perfect onthego gaming included slip case nice touch would heartily recommend,play games,0e674725cf4fa4a12adf8fba7ed6091a,0,,,,,,,,,Wonderful laptop. perfect for on-the-go gaming. The included slip case was a nice touch. I would heartily recommend.,The person likes to play games on this laptop,0.20824095606803894,0.79
http://linked.aub.edu.lb/actionrec/Review/5b8359ad4ee66471435c2b49af9cc24a,prosone best specs price therepowerful computer able handle modern games 1440pscreen big bright high resolutionhigh end hx processor decent gpu cardsufficient cooling systemconsnoticed little backlight bleeding weeks usage sure screen receiving it didnt pay much attention it built quality around screen seems bit cheap restart computer twice using power button froze could software issue hardware hard tell,screen resolution play games 1440p,109e6b704afb417e529e2860e0fc21c0,0,,,,,,,,,"Pros:-One of the best specs for price out there-Powerful computer able to handle most modern games at 1440p.-Screen is big and very bright with very high resolution.-High end hx processor and decent gpu card.-sufficient cooling systemCons:-Noticed a little backlight bleeding after a few weeks of usage, not sure if the screen had it after receiving it. Didnt pay much attention to it- Built quality around the screen seems a bit cheap- Had to restart the computer twice using the power button because it froze, this could be a software issue or hardware, hard to tell.",The person likes the screen resolution of this laptop to play games at 1440p.,0.43989652395248413,0.56
http://linked.aub.edu.lb/actionrec/Review/d1a3f1e0edd430141ac9233bd8ad0f3b,great laptop money using gaming  cooling system rather good,play games,19c4263b53854b227f6253995c1b49aa,0,,,,,,,,,"great laptop for the money, using for gaming - cooling system is rather good",The person likes to play games on this laptop,0.30145227909088135,0.69
http://linked.aub.edu.lb/actionrec/Review/5c34e0931c3232b4670032bcbc3cda35,good laptop hard games great sound quaility,used hard games,22a864a85a95e0716428f226092d348b,0,,,,,,,,,"GOOD LAPTOP FOR HARD GAMES, GREAT SOUND AND QUAILITY",The person likes that this laptop can be used for hard games,0.5718210339546204,0.42
http://linked.aub.edu.lb/actionrec/Review/dff0c74e9b9aadcfc4cb3075d97ab61b,sale configuration simply best gaming laptop get latest i7 nvidia 4060 bad games run supper smooth stable 500 nits display gorgeous keybord lights beutiful thing live hot weather air mat could help drasticaly cpu temperature model come liquid thermalpaste blades great job keeping cpu 76 withe gaming amazing laptop simply best bulk qith real gaming chasis,play games,2de4c48678bb75cc708df5bdcc36a6f1,0,,,,,,,,,When on sale: this configuration is simply the best gaming laptop you can get. Latest i7 and a nvidia 4060 not bad. All games run supper smooth and stable. The 500 nits display gorgeous. The keybord lights beutiful. The only thing if you live in a hot weather a air mat could help drasticaly with the CPU temperature. This model come with liquid thermalpaste and the blades do a great job keeping the cpu under 76 withe gaming. Amazing laptop and is simply the best out of the bulk qith a real gaming chasis.,The person likes to play games on this laptop,0.22462426126003265,0.77
http://linked.aub.edu.lb/actionrec/Review/1e192e9b23d20c150fde294476709a54,great laptop go gaming great battery life good graphic refresh rate,play games,32c5528afc7e9aba86bbb7f93d64fded,0,,,,,,,,,"Great laptop for on the go gaming. Great battery life, good graphic and refresh rate",The person likes to play games on this laptop,0.241737961769104,0.75
http://linked.aub.edu.lb/actionrec/Review/e10ab9fa2a3189ccf79c6d6eff46cb62,great system use gaming disappoint glitches its turned nothing major,play games,3784f81f52903569457aca688a43bdee,0,,,,,,,,,"Great system, we use it for gaming and it does not disappoint! It has had a few glitches when it^s turned on but nothing major.",The person likes to play games with this laptop,0.32565441727638245,0.67
http://linked.aub.edu.lb/actionrec/Review/ae7e0fb924b853e3b468e95828ccd55d,excellent game laptop all needs great laptop,play games,3c726b98ab4ab1e467c262e11d6eb1b9,0,,,,,,,,,Excellent game laptop all. Needs and then some great laptop,The person likes to play games on this laptop,0.2894212603569031,0.71
http://linked.aub.edu.lb/actionrec/Review/04744aff2d44658fbfec46ee801a099f,good product definitely worth price definitely run heavy games,heshe play heavy games,4b4d03cfb0dc1ea6df453f7b48bef95e,0,,,,,,,,,"Good product, definitely worth the price. Can definitely run heavy games.",The person likes that he/she can play heavy games on this laptop,0.48297199606895447,0.51
http://linked.aub.edu.lb/actionrec/Review/cb32b86d8f30c04185f600658c709d6c,excellent laptop  perfect gaming exception would increasing ram expensive cooling amazing 0 frame drops high graphics diablo 4 test multiple gaming laptops yearly laptop fantastic bargain,play games,4cfc02e61c8fc6ee59fdfba13091befb,0,,,,,,,,,"This is an excellent laptop - perfect for gaming.  The only exception would be increasing the ram, which is not expensive.  The cooling is amazing with 0 frame drops at high graphics on Diablo 4.  I test multiple gaming laptops yearly, and this laptop was a fantastic bargain.",The person likes to play games on this laptop,0.26378074288368225,0.73
http://linked.aub.edu.lb/actionrec/Review/d97e049e1d4b5a177d22c9a90176f365,awesome product high performance gaming,heshe play games,50d2daf46cf0844af266b8a2667cd1a3,0,,,,,,,,,Awesome product with high performance for gaming..,The person likes that he/she can play games on this laptop,0.34681063890457153,0.65
http://linked.aub.edu.lb/actionrec/Review/4598115e0bd077806bccb38d683bd83e,every game ive thrown great fps tasks dcs world light vr stuff games kid plays battery life could better minor detail given specs runs,fps,56dbdbc7019280050961eaef4923ff97,0,,,,,,,,,"Does every game Ive thrown at it with great fps and other tasks.  From DCS World to light VR stuff and other games my kid plays.  Battery Life could be better, but minor detail given the specs it runs.",The person likes the fps on this laptop,0.3556717038154602,0.64
http://linked.aub.edu.lb/actionrec/Review/6bccb8dad0145a003bd9f264fa02597e,great computer cam play whatever game want full quality,play games,5929642fc7ec8c86140268ec94f3a353,0,,,,,,,,,"It is a great computer, i cam play whatever game i want full quality",The person likes to play games on this laptop,0.46336817741394043,0.53
http://linked.aub.edu.lb/actionrec/Review/499eda0e9ff0e8fd79a5dc5ea91c4a31,satisfied overall set quick painless runs even graphicsintensive games smoothly without issues,run hisher games smoothly,5d4fe191490c5f473a4e3abd72a789fc,0,,,,,,,,,"Very satisfied overall! Set up was quick and painless, and it runs even my more graphics-intensive games smoothly and without any issues.",The person likes that this laptop can run his/her games smoothly,0.6252943277359009,0.37
http://linked.aub.edu.lb/actionrec/Review/46cdaa078102afedcebbd8828aa70463,first laptop everything could ask more ran game could throw it display amazing design eye catching 15 days later laptop started overheat running single chrome tab checked vents ran diagnostics couldnt find problem laptop running super slow might faulty system sold experience good wasnt,play games,5ecae323f0fd5f5368b8a17bd38c233a,0,,,,,,,,,"At first the laptop was everything you could ask for and more. It ran any game you could throw at it, the display was amazing, the design was eye catching. 15 days later the laptop started to overheat running a single chrome tab. I checked the vents, ran diagnostics and couldn^t find the problem. Then the laptop was running super slow. Might have been a faulty system sold but the experience was good until it wasn^t.",The person likes to play games on this laptop,0.16624009609222412,0.83
http://linked.aub.edu.lb/actionrec/Review/60e7714b7d7470d7fa73a6f6f013369e,really high end gaming laptop play anything high quality,play games,693a11a2b534800c4d6ae4e33815bcd6,0,,,,,,,,,It is really high end gaming laptop. You can play anything with high quality.,The person likes to play games on this laptop,0.4052714407444,0.59
http://linked.aub.edu.lb/actionrec/Review/3c249051be7ade77f1df8c933638e253,solid gaming laptop daily use satisfied purchase laptop bestbuy helpful,heshe play games,69512fb1299ed4ee22e9e35e6d4455b3,0,,,,,,,,,Solid gaming laptop and daily use. I am very satisfied with this purchase. Most of my laptop is from Bestbuy and they are very helpful.,The person likes that he/she can play games on this laptop,0.24833324551582336,0.75
http://linked.aub.edu.lb/actionrec/Review/a16ac7265e48750933f5f0e65d9f19eb,absolutely love laptop amazing upgradeable could ask forruns son racing games throw it,gaming experience,7435afe0ac361a15cd2c38eac3c6819a,0,,,,,,,,,I absolutely love this laptop is amazing and upgradeable what more could i ask for!Runs all my son racing and any games i throw at it!,The person likes the gaming experience with this laptop,0.4149158000946045,0.58
http://linked.aub.edu.lb/actionrec/Review/bc9837fab2171874a7dff7d7f4cae67e,good high quality gaming good multitasking,play games,7cee6747e86f526df632e72d409eb405,0,,,,,,,,,Very good at high quality gaming   very good at multi-tasking,The person likes to play games on this laptop,0.49463462829589844,0.5
http://linked.aub.edu.lb/actionrec/Review/374bf8594c958e2b9177c97e86296730,laptop awesome its really fast graphics phenomenal first time play sims 4 highest graphic setting without experiencing type lag,play sims 4,8eac4a57ae246d2a77de46bc2f5704f3,0,,,,,,,,,"This laptop is awesome! It""s really fast and the graphics are phenomenal. This is the first time I can play the Sims 4 with highest graphic setting without experiencing any type of lag.",The person likes to play the Sims 4 on this laptop,0.5439417362213135,0.45
http://linked.aub.edu.lb/actionrec/Review/828d7cf6ba2b77bb265944a815ec6a4a,super fast good gaming nephew likes,play games,905a1bca3484ffc30ff11eabd0e6d7b5,0,,,,,,,,,super fast and good for gaming. My nephew likes it,The person likes to play games on this laptop,0.3614143133163452,0.63
http://linked.aub.edu.lb/actionrec/Review/63f3100cce5dd0dd6f317d8af366e901,laptop suits well students work play games watch movies laptops gaming experience great display good particularly watching movies like spiderman accross spiderverse,graphics play games,a2b271acb597b7ce32728a56bb13c83d,0,,,,,,,,,This laptop suits well for the students who work and play games and watch movies in their laptops. The gaming experience was great and the display was so good particularly while watching movies like spider-man accross the spiderverse.,The student likes the graphics of the laptop to play games,0.45439404249191284,0.54
http://linked.aub.edu.lb/actionrec/Review/7b631517ac447f4ab6ca7625946d773b,great machine looks sleek nice comes great packaging safe secured plays games look awesome worth price,play games,a3e7206d2ff1ac16f6956ec61e1c3f5f,0,,,,,,,,,Great machine. It looks sleek and nice. comes in great packaging and is safe and secured. Plays all my games and they look awesome and it is worth the price.,The person likes to play games on this laptop,0.42623400688171387,0.57
http://linked.aub.edu.lb/actionrec/Review/84674d81298adb568e5f3cd6cbd41588,laptop runs well games fps graphics well optimized,smooth gameplay,be936c597e1b110413c42c96bb9d0629,0,,,,,,,,,"The laptop runs well, the games both fps and graphics are well optimized.",The person likes the smooth gameplay of this laptop,0.4118567109107971,0.58
http://linked.aub.edu.lb/actionrec/Review/db8e29a06ca58bdc907cfe8dc65c4e2b,excellent gaming laptop runs smoothe looks great would buy needed another,play games,c13e3974b4324fd7db6eba346dc9e0ba,0,,,,,,,,,"Excellent Gaming Laptop, runs smoothe and looks great. Would buy again if I needed another.",The person likes to play games on this laptop,0.2791619896888733,0.72
http://linked.aub.edu.lb/actionrec/Review/762045fb7a290db8407ea5c125e2f04d,best laptop 1600 boasting i7 13th gen cpu powerful rtx 4060 gpu combo ensures smooth multitasking fantastic gaming performance sleek design vibrant display its great value price,play games,d177c4577a3fa05f6ea55bd6f796244c,0,,,,,,,,,"Best laptop under $1600, boasting an i7 13th gen CPU and the powerful RTX 4060 GPU. This combo ensures smooth multitasking and fantastic gaming performance. With a sleek design and vibrant display, it""s a great value for its price.",The person likes to play games on this laptop,0.19701386988162994,0.8
http://linked.aub.edu.lb/actionrec/Review/81f329be3b3d06cdfa762eb9368778ce,solid computer handle game thought graphics turned way up,graphics play games,d3eaa67635e866f84c112302956fefee,0,,,,,,,,,Solid computer that can handle any game I thought at it with the graphics turned all the way up!,The person likes the graphics of this laptop to play games.,0.7218039035797119,0.27
http://linked.aub.edu.lb/actionrec/Review/6807b22180776c88ceb957ef5ac43acb,slim sleek plays game need to couldnt ask better travel companion,play game,e5d9658c24a72ccb5f4b56a7d84b2a7b,0,,,,,,,,,"Slim, sleek, and plays any game I need it to.  Couldn""t ask for a better travel companion.",The person likes that this laptop can play any game,0.4001728892326355,0.59
